sentence_number	batch	model	prompt	temperature	bertscore_precision	bertscore_recall	bertscore_f1	CHRF	COMET
66	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
67	1	ChatGPT 4	prompt2	0.6	[0.9531142711639404]	[0.9265991449356079]	0.939669668674469	64.00562631864523	[0.950827956199646]
68	1	ChatGPT 4	prompt2	0.6	[0.8618096709251404]	[0.8393446207046509]	0.8504288196563721	48.39804788493595	[0.814344048500061]
69	1	ChatGPT 4	prompt2	0.6	[0.8426485657691956]	[0.8094851970672607]	0.8257340788841248	42.69227328266737	[0.6871867775917053]
70	1	ChatGPT 4	prompt2	0.6	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9907765984535217]
71	1	ChatGPT 4	prompt2	0.6	[0.8918931484222412]	[0.8961085677146912]	0.8939958214759827	73.3894644366642	[0.9253643155097961]
72	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9750762581825256]
73	1	ChatGPT 4	prompt2	0.6	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9916960597038269]
74	1	ChatGPT 4	prompt2	0.6	[0.8917655348777771]	[0.9081770777702332]	0.899896502494812	54.74121863135861	[0.9565933346748352]
75	1	ChatGPT 4	prompt2	0.6	[0.76711106300354]	[0.76711106300354]	0.76711106300354	19.332925566238984	[0.8135027289390564]
76	1	ChatGPT 4	prompt2	0.6	[0.8120322227478027]	[0.7856553792953491]	0.7986260652542114	25.02558363384822	[0.9295548796653748]
77	1	ChatGPT 4	prompt2	0.6	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
78	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
79	1	ChatGPT 4	prompt2	0.6	[0.9229312539100647]	[0.9132054448127747]	0.9180426001548767	73.19223857849548	[0.9134601950645447]
80	1	ChatGPT 4	prompt2	0.6	[0.8613631725311279]	[0.864773154258728]	0.8630648255348206	49.463540010949664	[0.7851483225822449]
81	1	ChatGPT 4	prompt2	0.6	[0.7666717767715454]	[0.7568389773368835]	0.7617236971855164	40.365516331280816	[0.698030412197113]
82	1	ChatGPT 4	prompt2	0.6	[0.8032009601593018]	[0.7930614948272705]	0.7980990409851074	47.48896149444862	[0.799564003944397]
83	1	ChatGPT 4	prompt2	0.6	[0.932851254940033]	[0.9557374715805054]	0.944155752658844	81.53515510310004	[0.9482207298278809]
84	1	ChatGPT 4	prompt2	0.6	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9840215444564819]
85	1	ChatGPT 4	prompt2	0.6	[0.9999997615814209]	[0.9999997615814209]	0.9999997615814209	100.0	[0.9859870076179504]
86	1	ChatGPT 4	prompt2	0.6	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9899653792381287]
87	1	ChatGPT 4	prompt2	0.6	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
88	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
89	1	ChatGPT 4	prompt2	0.6	[0.8016208410263062]	[0.7757925987243652]	0.7884952425956726	53.856830999467086	[0.8763777613639832]
90	1	ChatGPT 4	prompt2	0.6	[0.8613631725311279]	[0.864773154258728]	0.8630648255348206	49.463540010949664	[0.7851483225822449]
91	1	ChatGPT 4	prompt2	0.6	[1.000000238418579]	[1.000000238418579]	1.000000238418579	100.0	[0.9849644899368286]
92	1	ChatGPT 4	prompt2	0.6	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9811449646949768]
93	1	ChatGPT 4	prompt2	0.6	[0.9999997615814209]	[0.9999997615814209]	0.9999997615814209	100.0	[0.9859870076179504]
94	1	ChatGPT 4	prompt2	0.6	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9899653792381287]
95	1	ChatGPT 4	prompt2	0.6	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
96	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
97	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9846649765968323]
98	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9818198084831238]
99	1	ChatGPT 4	prompt2	0.6	[0.8477917909622192]	[0.8273888230323792]	0.8374660015106201	57.19164097421376	[0.8824852108955383]
100	1	ChatGPT 4	prompt2	0.6	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9847012758255005]
101	1	ChatGPT 4	prompt2	0.6	[0.8560678958892822]	[0.8300560712814331]	0.8428613543510437	60.14363571907515	[0.896107017993927]
102	1	ChatGPT 4	prompt2	0.6	[0.770508885383606]	[0.852982759475708]	0.8096509575843811	95.40433232055909	[0.9272196292877197]
103	1	ChatGPT 4	prompt2	0.6	[0.7696101069450378]	[0.8566157817840576]	0.8107854127883911	95.40433232055909	[0.9181032776832581]
104	1	ChatGPT 4	prompt2	0.6	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9896733164787292]
105	1	ChatGPT 4	prompt2	0.6	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
106	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
107	1	ChatGPT 4	prompt2	0.6	[0.9017170667648315]	[0.889417827129364]	0.8955252170562744	75.34617117343416	[0.927558958530426]
108	1	ChatGPT 4	prompt2	0.6	[0.9323157072067261]	[0.9505850672721863]	0.9413617849349976	81.64975875749052	[0.9384567737579346]
109	1	ChatGPT 4	prompt2	0.6	[0.8090184926986694]	[0.7950881123542786]	0.8019927740097046	46.46618759711896	[0.9123072028160095]
110	1	ChatGPT 4	prompt2	0.6	[0.9280701875686646]	[0.891676127910614]	0.9095092415809631	60.3050990734026	[0.94497150182724]
111	1	ChatGPT 4	prompt2	0.6	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
112	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
113	1	ChatGPT 4	prompt2	0.6	[0.9260854721069336]	[0.9000275135040283]	0.9128705859184265	69.47712892452425	[0.8722854852676392]
114	1	ChatGPT 4	prompt2	0.6	[0.9772573113441467]	[0.989866316318512]	0.9835214018821716	94.45281019937777	[0.9614576697349548]
115	1	ChatGPT 4	prompt2	0.6	[0.8024858832359314]	[0.754250705242157]	0.7776210308074951	33.50741407316266	[0.5535832047462463]
116	1	ChatGPT 4	prompt2	0.6	[0.8971158266067505]	[0.8228244185447693]	0.8583657145500183	53.012714220161925	[0.932470977306366]
117	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9814565777778625]
118	1	ChatGPT 4	prompt2	0.6	[0.9801735877990723]	[0.9801735877990723]	0.9801735877990723	89.14119902462402	[0.9489423036575317]
119	1	ChatGPT 4	prompt2	0.6	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
120	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
121	1	ChatGPT 4	prompt2	0.6	[0.9524364471435547]	[0.9459007382392883]	0.9491573572158813	74.67003845415587	[0.8880060315132141]
122	1	ChatGPT 4	prompt2	0.6	[0.703654944896698]	[0.7114887833595276]	0.7075501680374146	30.128561042767245	[0.6639888882637024]
123	1	ChatGPT 4	prompt2	0.6	[0.879496157169342]	[0.8627033233642578]	0.8710188269615173	53.00297762991464	[0.9166996479034424]
124	1	ChatGPT 4	prompt2	0.6	[0.6951173543930054]	[0.679948627948761]	0.6874492764472961	19.732317424031656	[0.8538033366203308]
125	1	ChatGPT 4	prompt2	0.6	[0.7681277990341187]	[0.7920328378677368]	0.7798972129821777	54.59141780971124	[0.8395795226097107]
126	1	ChatGPT 4	prompt2	0.6	[0.688366711139679]	[0.7112244963645935]	0.6996089220046997	38.17555336583413	[0.82602459192276]
127	1	ChatGPT 4	prompt2	0.6	[0.7080310583114624]	[0.7059944868087769]	0.7070112824440002	4.870441458733206	[0.6200313568115234]
128	1	ChatGPT 4	prompt2	0.6	[0.7200900316238403]	[0.7109230756759644]	0.7154771685600281	6.220421870858088	[0.5397232174873352]
129	1	ChatGPT 4	prompt2	0.6	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
130	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
131	1	ChatGPT 4	prompt2	0.6	[0.8161106109619141]	[0.8067848682403564]	0.8114209175109863	62.122021927887616	[0.8355923891067505]
132	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9835573434829712]
133	1	ChatGPT 4	prompt2	0.6	[0.8543757796287537]	[0.8610373735427856]	0.8576936721801758	48.16824598018597	[0.8579201698303223]
134	1	ChatGPT 4	prompt2	0.6	[0.7275477051734924]	[0.7768514752388]	0.7513917088508606	25.10522810613636	[0.7499414682388306]
135	1	ChatGPT 4	prompt2	0.6	[0.8792421817779541]	[0.8199180364608765]	0.8485444784164429	44.63203161110588	[0.8791147470474243]
136	1	ChatGPT 4	prompt2	0.6	[0.8294575810432434]	[0.7825111746788025]	0.805300772190094	37.768161388445996	[0.9344386458396912]
137	1	ChatGPT 4	prompt2	0.6	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
138	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
139	1	ChatGPT 4	prompt2	0.6	[0.8728681802749634]	[0.8423119187355042]	0.8573178648948669	53.812023747129686	[0.8757749199867249]
140	1	ChatGPT 4	prompt2	0.6	[0.8701112270355225]	[0.8544158935546875]	0.8621921539306641	54.0029347574255	[0.8158265948295593]
141	1	ChatGPT 4	prompt2	0.6	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9907280206680298]
142	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9854109883308411]
143	1	ChatGPT 4	prompt2	0.6	[0.8053783178329468]	[0.7751820087432861]	0.7899917364120483	40.02713038683816	[0.9010968208312988]
144	1	ChatGPT 4	prompt2	0.6	[0.6711651086807251]	[0.6844106912612915]	0.6777231693267822	10.104265737850131	[0.562500536441803]
145	1	ChatGPT 4	prompt2	0.6	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9877792000770569]
146	1	ChatGPT 4	prompt2	0.6	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
147	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
148	1	ChatGPT 4	prompt2	0.6	[0.8398841023445129]	[0.8958477973937988]	0.866963803768158	84.69425103926595	[0.9103475213050842]
149	1	ChatGPT 4	prompt2	0.6	[0.8793485164642334]	[0.8754384517669678]	0.877389132976532	61.74108116407788	[0.9231386780738831]
150	1	ChatGPT 4	prompt2	0.6	[0.9405598640441895]	[0.9251816272735596]	0.9328073859214783	76.92823670254971	[0.947466254234314]
151	1	ChatGPT 4	prompt2	0.6	[0.6951173543930054]	[0.679948627948761]	0.6874492764472961	19.732317424031656	[0.8538033366203308]
152	1	ChatGPT 4	prompt2	0.6	[0.7681277990341187]	[0.7920328378677368]	0.7798972129821777	54.59141780971124	[0.8395795226097107]
153	1	ChatGPT 4	prompt2	0.6	[0.688366711139679]	[0.7112244963645935]	0.6996089220046997	38.17555336583413	[0.82602459192276]
154	1	ChatGPT 4	prompt2	0.6	[0.7080310583114624]	[0.7059944868087769]	0.7070112824440002	4.870441458733206	[0.6200313568115234]
155	1	ChatGPT 4	prompt2	0.6	[0.7200900316238403]	[0.7109230756759644]	0.7154771685600281	6.220421870858088	[0.5397232174873352]
156	1	ChatGPT 4	prompt2	0.6	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
157	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
158	1	ChatGPT 4	prompt2	0.6	[0.9623200297355652]	[0.9332159757614136]	0.9475446343421936	73.66846984708924	[0.9102980494499207]
159	1	ChatGPT 4	prompt2	0.6	[0.8958763480186462]	[0.8925502896308899]	0.8942102193832397	61.181490549985526	[0.8961648941040039]
160	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9824785590171814]
161	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9835573434829712]
162	1	ChatGPT 4	prompt2	0.6	[0.9015011191368103]	[0.8971936106681824]	0.8993421792984009	65.147898466514	[0.9132174849510193]
163	1	ChatGPT 4	prompt2	0.6	[0.6793663501739502]	[0.6824314594268799]	0.6808954477310181	23.04322482481618	[0.7863473892211914]
164	1	ChatGPT 4	prompt2	0.6	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9878422617912292]
165	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9813385009765625]
166	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9883447289466858]
167	1	ChatGPT 4	prompt2	0.6	[0.886623740196228]	[0.886623740196228]	0.886623740196228	19.755838517863427	[0.9026514887809753]
168	1	ChatGPT 4	prompt2	0.6	[0.8985819816589355]	[0.8985819816589355]	0.8985819816589355	67.23185459091977	[0.9626121520996094]
169	1	ChatGPT 4	prompt2	0.6	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
170	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
171	1	ChatGPT 4	prompt2	0.6	[0.8142377138137817]	[0.805830180644989]	0.81001216173172	48.56789026333136	[0.8406532406806946]
172	1	ChatGPT 4	prompt2	0.6	[0.818721354007721]	[0.886978030204773]	0.851483941078186	53.27310504893208	[0.8387558460235596]
173	1	ChatGPT 4	prompt2	0.6	[0.8637082576751709]	[0.8291944265365601]	0.8460994958877563	58.83817614205829	[0.8449429869651794]
174	1	ChatGPT 4	prompt2	0.6	[0.8577969074249268]	[0.8259414434432983]	0.8415678143501282	57.19204061457807	[0.8050339818000793]
175	1	ChatGPT 4	prompt2	0.6	[0.8171965479850769]	[0.8214486837387085]	0.8193171620368958	37.93308551368644	[0.8935802578926086]
176	1	ChatGPT 4	prompt2	0.6	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
177	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
178	1	ChatGPT 4	prompt2	0.6	[0.8595277667045593]	[0.8765153884887695]	0.8679383993148804	52.33528851416782	[0.8402935862541199]
179	1	ChatGPT 4	prompt2	0.6	[0.7416103482246399]	[0.7674646377563477]	0.7543160915374756	48.616484236986935	[0.7771963477134705]
180	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9835573434829712]
181	1	ChatGPT 4	prompt2	0.6	[0.8528505563735962]	[0.8146805167198181]	0.8333287239074707	51.515646351679464	[0.815606951713562]
182	1	ChatGPT 4	prompt2	0.6	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9890469908714294]
183	1	ChatGPT 4	prompt2	0.6	[0.8084090948104858]	[0.7348829507827759]	0.769894540309906	15.554126195188564	[0.7808852195739746]
184	1	ChatGPT 4	prompt2	0.6	[0.9346663951873779]	[0.8737625479698181]	0.9031888842582703	56.70997971803937	[0.9277299642562866]
185	1	ChatGPT 4	prompt2	0.6	[0.7417637705802917]	[0.6996220350265503]	0.720076858997345	17.24113618525268	[0.669170081615448]
186	1	ChatGPT 4	prompt2	0.6	[0.8649357557296753]	[0.7588099837303162]	0.808404803276062	31.92437129204907	[0.6330416798591614]
187	1	ChatGPT 4	prompt2	0.6	[0.9213969111442566]	[0.9054399728775024]	0.9133487939834595	51.167209809091354	[0.9584046006202698]
188	1	ChatGPT 4	prompt2	0.6	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
189	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
190	1	ChatGPT 4	prompt2	0.6	[0.8687793016433716]	[0.8317947387695312]	0.8498848676681519	54.757493852778	[0.9022958278656006]
191	1	ChatGPT 4	prompt2	0.6	[0.8484501242637634]	[0.816291332244873]	0.8320600986480713	60.10392194998796	[0.8204730749130249]
192	1	ChatGPT 4	prompt2	0.6	[0.7417634725570679]	[0.7333269715309143]	0.7375210523605347	24.767159739842704	[0.7373050451278687]
193	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9820767641067505]
194	1	ChatGPT 4	prompt2	0.6	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9895122051239014]
195	1	ChatGPT 4	prompt2	0.6	[0.8625382781028748]	[0.8687161207199097]	0.8656162023544312	65.9636116489278	[0.9252952933311462]
196	1	ChatGPT 4	prompt2	0.6	[0.7621548175811768]	[0.7483494281768799]	0.7551890015602112	35.11850956176702	[0.8829887509346008]
197	1	ChatGPT 4	prompt2	0.6	[0.8519081473350525]	[0.8354208469390869]	0.843583881855011	35.11850956176702	[0.6779604554176331]
198	1	ChatGPT 4	prompt2	0.6	[0.8983017206192017]	[0.8843756318092346]	0.8912842869758606	37.171408257282835	[0.8217856287956238]
199	1	ChatGPT 4	prompt2	0.6	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
200	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
201	1	ChatGPT 4	prompt2	0.6	[0.8012173771858215]	[0.8068335652351379]	0.8040156960487366	55.09249236354611	[0.8278469443321228]
202	1	ChatGPT 4	prompt2	0.6	[0.919333279132843]	[0.8654922246932983]	0.8916006684303284	44.553112680635756	[0.904007613658905]
203	1	ChatGPT 4	prompt2	0.6	[0.8169897794723511]	[0.7967105507850647]	0.8067227005958557	42.33768903760042	[0.8136419653892517]
204	1	ChatGPT 4	prompt2	0.6	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9895129799842834]
205	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9817203283309937]
206	1	ChatGPT 4	prompt2	0.6	[0.9177343845367432]	[0.9371033310890198]	0.92731773853302	71.3160690491461	[0.9213322401046753]
207	1	ChatGPT 4	prompt2	0.6	[0.9350051879882812]	[0.9564419984817505]	0.9456021189689636	86.53111463573524	[0.9328785538673401]
208	1	ChatGPT 4	prompt2	0.6	[0.9385669827461243]	[0.9597117304801941]	0.949021577835083	87.00665868602285	[0.9269314408302307]
209	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9901397824287415]
210	1	ChatGPT 4	prompt2	0.6	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
211	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
212	1	ChatGPT 4	prompt2	0.6	[0.7975708246231079]	[0.8091117739677429]	0.8032998442649841	44.878400806457485	[0.8316529989242554]
213	1	ChatGPT 4	prompt2	0.6	[0.8015820980072021]	[0.7822839021682739]	0.7918154001235962	43.41342671311544	[0.713182270526886]
214	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9835573434829712]
215	1	ChatGPT 4	prompt2	0.6	[0.9644705057144165]	[0.9526711702346802]	0.9585345387458801	88.34939395476782	[0.91374272108078]
216	1	ChatGPT 4	prompt2	0.6	[0.8796731233596802]	[0.8605588674545288]	0.870011031627655	61.66676797949868	[0.8691367506980896]
217	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9835573434829712]
218	1	ChatGPT 4	prompt2	0.6	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9922457933425903]
219	1	ChatGPT 4	prompt2	0.6	[0.819337010383606]	[0.7709434032440186]	0.7944039106369019	19.606028646367022	[0.7333870530128479]
220	1	ChatGPT 4	prompt2	0.6	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9827466607093811]
221	1	ChatGPT 4	prompt2	0.6	[0.8763319253921509]	[0.8389758467674255]	0.8572471737861633	37.24378826549468	[0.8041785955429077]
222	1	ChatGPT 4	prompt2	0.6	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
223	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
224	1	ChatGPT 4	prompt2	0.6	[0.9674955606460571]	[0.9674955606460571]	0.9674955606460571	83.88915206484083	[0.8949634432792664]
225	1	ChatGPT 4	prompt2	0.6	[0.8511379361152649]	[0.8672602772712708]	0.8591234683990479	64.4088006278638	[0.8950720429420471]
226	1	ChatGPT 4	prompt2	0.6	[0.6951173543930054]	[0.679948627948761]	0.6874492764472961	19.732317424031656	[0.8538033366203308]
227	1	ChatGPT 4	prompt2	0.6	[0.7681277990341187]	[0.7920328378677368]	0.7798972129821777	54.59141780971124	[0.8395795226097107]
228	1	ChatGPT 4	prompt2	0.6	[0.688366711139679]	[0.7112244963645935]	0.6996089220046997	38.17555336583413	[0.82602459192276]
229	1	ChatGPT 4	prompt2	0.6	[0.7080310583114624]	[0.7059944868087769]	0.7070112824440002	4.870441458733206	[0.6200313568115234]
230	1	ChatGPT 4	prompt2	0.6	[0.7200900316238403]	[0.7109230756759644]	0.7154771685600281	6.220421870858088	[0.5397232174873352]
231	1	ChatGPT 4	prompt2	0.6	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
232	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
233	1	ChatGPT 4	prompt2	0.6	[0.9298324584960938]	[0.8613778948783875]	0.8942970633506775	55.00051916471642	[0.891396701335907]
234	1	ChatGPT 4	prompt2	0.6	[0.804572582244873]	[0.8472602963447571]	0.825364887714386	49.681137445493576	[0.8401363492012024]
235	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9835573434829712]
236	1	ChatGPT 4	prompt2	0.6	[0.8015859127044678]	[0.7921006679534912]	0.7968150973320007	45.688038008726984	[0.8600417375564575]
237	1	ChatGPT 4	prompt2	0.6	[0.7520691156387329]	[0.7547339200973511]	0.753399133682251	21.984859890426712	[0.7446641325950623]
238	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9924197196960449]
239	1	ChatGPT 4	prompt2	0.6	[0.9636726379394531]	[0.9417636394500732]	0.952592134475708	80.81804351443806	[0.9778714179992676]
240	1	ChatGPT 4	prompt2	0.6	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
241	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
242	1	ChatGPT 4	prompt2	0.6	[0.9725818634033203]	[0.9327009320259094]	0.95222407579422	80.8757781445661	[0.9050738215446472]
243	1	ChatGPT 4	prompt2	0.6	[0.9430810213088989]	[0.9235898852348328]	0.9332337379455566	80.38349038147028	[0.9747996926307678]
244	1	ChatGPT 4	prompt2	0.6	[0.6951173543930054]	[0.679948627948761]	0.6874492764472961	19.732317424031656	[0.8538033366203308]
245	1	ChatGPT 4	prompt2	0.6	[0.7681277990341187]	[0.7920328378677368]	0.7798972129821777	54.59141780971124	[0.8395795226097107]
246	1	ChatGPT 4	prompt2	0.6	[0.688366711139679]	[0.7112244963645935]	0.6996089220046997	38.17555336583413	[0.82602459192276]
247	1	ChatGPT 4	prompt2	0.6	[0.7080310583114624]	[0.7059944868087769]	0.7070112824440002	4.870441458733206	[0.6200313568115234]
248	1	ChatGPT 4	prompt2	0.6	[0.7200900316238403]	[0.7109230756759644]	0.7154771685600281	6.220421870858088	[0.5397232174873352]
249	1	ChatGPT 4	prompt2	0.6	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
250	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
251	1	ChatGPT 4	prompt2	0.6	[0.7961407899856567]	[0.7420105338096619]	0.768123209476471	16.823511214503945	[0.8660023212432861]
252	1	ChatGPT 4	prompt2	0.6	[0.7022877931594849]	[0.6698184013366699]	0.6856688857078552	25.354639371867783	[0.6413902640342712]
253	1	ChatGPT 4	prompt2	0.6	[0.878587007522583]	[0.7952708601951599]	0.8348554372787476	38.47463802392044	[0.8657612204551697]
254	1	ChatGPT 4	prompt2	0.6	[0.8705286383628845]	[0.7876057028770447]	0.8269936442375183	39.30782261180444	[0.8516907095909119]
255	1	ChatGPT 4	prompt2	0.6	[0.8113597631454468]	[0.6644530892372131]	0.7305946350097656	23.18752835535835	[0.6335318088531494]
256	1	ChatGPT 4	prompt2	0.6	[0.7349522709846497]	[0.6738128662109375]	0.7030559182167053	45.62586038787539	[0.6067230701446533]
257	1	ChatGPT 4	prompt2	0.6	[0.7298965454101562]	[0.6607003211975098]	0.6935768127441406	37.352602634947516	[0.5205622315406799]
258	1	ChatGPT 4	prompt2	0.6	[0.874269962310791]	[0.8042859435081482]	0.83781898021698	40.94067155020216	[0.8381888270378113]
259	1	ChatGPT 4	prompt2	0.6	[0.937495231628418]	[0.853861391544342]	0.8937259912490845	68.07669366425702	[0.8293523788452148]
260	1	ChatGPT 4	prompt2	0.6	[0.6572612524032593]	[0.6002067923545837]	0.6274396777153015	24.446333671058163	[0.5112761855125427]
261	1	ChatGPT 4	prompt2	0.6	[0.7788829803466797]	[0.6948691606521606]	0.7344813346862793	31.043276366008566	[0.6857908368110657]
262	1	ChatGPT 4	prompt2	0.6	[0.8153977990150452]	[0.7000206112861633]	0.7533169984817505	47.119995087509146	[0.5745314359664917]
263	1	ChatGPT 4	prompt2	0.6	[0.7038593292236328]	[0.6893868446350098]	0.6965479254722595	21.391254668976543	[0.7301411628723145]
264	1	ChatGPT 4	prompt2	0.6	[0.7606339454650879]	[0.7099897861480713]	0.7344398498535156	7.849293563579278	[0.7138785123825073]
265	1	ChatGPT 4	prompt2	0.6	[0.7078399062156677]	[0.7169929146766663]	0.7123870253562927	22.842041758919933	[0.89605313539505]
266	1	ChatGPT 4	prompt2	0.6	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
267	1	ChatGPT 4	prompt2	0.6	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
0	1	ChatGPT 4	prompt0	0.75	[0.8215030431747437]	[0.7867215871810913]	0.8037362098693848	44.89533503704946	[0.9076057076454163]
1	1	ChatGPT 4	prompt0	0.75	[0.9784585237503052]	[0.9829313158988953]	0.9806898832321167	86.79387547974578	[0.928398072719574]
2	1	ChatGPT 4	prompt0	0.75	[0.8744009137153625]	[0.8561388254165649]	0.8651735186576843	66.15505816558341	[0.8907464742660522]
3	1	ChatGPT 4	prompt0	0.75	[0.8536964654922485]	[0.8008254766464233]	0.8264161944389343	60.56417765218944	[0.9125834703445435]
